Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Data_Clean,Year,Month,Month_Name,Quarter,Week_Number,Holiday_Status
5,15-04-2011,307914.0,0,72.02,3.743,215.8593,6.489,2011-04-15,2011,4,April,Q2,15,Non-Holiday
5,22-04-2011,328415.0,0,74.34,3.807,216.028,6.489,2011-04-22,2011,4,April,Q2,16,Non-Holiday
5,29-04-2011,307292.0,0,74.75,3.81,216.1968,6.489,2011-04-29,2011,4,April,Q2,17,Non-Holiday
5,6/5/2011,322905.0,0,66.27,3.906,216.3656,6.489,2011-05-06,2011,5,May,Q2,18,Non-Holiday
5,13-05-2011,290930.0,0,77.38,3.899,216.5344,6.489,2011-05-13,2011,5,May,Q2,19,Non-Holiday
5,20-05-2011,299614.0,0,71.37,3.907,216.3024,6.489,2011-05-20,2011,5,May,Q2,20,Non-Holiday
5,27-05-2011,297150.0,0,80.14,3.786,216.0704,6.489,2011-05-27,2011,5,May,Q2,21,Non-Holiday
5,3/6/2011,329184.0,0,83.81,3.699,215.8384,6.489,2011-06-03,2011,6,June,Q2,22,Non-Holiday
5,10/6/2011,304984.0,0,83.61,3.648,215.6065,6.489,2011-06-10,2011,6,June,Q2,23,Non-Holiday
5,17-06-2011,304812.0,0,86.84,3.637,215.5605,6.489,2011-06-17,2011,6,June,Q2,24,Non-Holiday
5,24-06-2011,302882.0,0,84.76,3.594,215.654,6.489,2011-06-24,2011,6,June,Q2,25,Non-Holiday
5,1/7/2011,327094.0,0,85.81,3.524,215.7475,6.529,2011-07-01,2011,7,July,Q3,26,Non-Holiday
5,8/7/2011,310805.0,0,86.64,3.48,215.8409,6.529,2011-07-08,2011,7,July,Q3,27,Non-Holiday
5,15-07-2011,283249.0,0,88.64,3.575,215.9251,6.529,2011-07-15,2011,7,July,Q3,28,Non-Holiday
5,22-07-2011,292540.0,0,86.97,3.651,215.9858,6.529,2011-07-22,2011,7,July,Q3,29,Non-Holiday
5,29-07-2011,275142.0,0,89.42,3.682,216.0464,6.529,2011-07-29,2011,7,July,Q3,30,Non-Holiday
5,5/8/2011,317739.0,0,91.07,3.684,216.1071,6.529,2011-08-05,2011,8,August,Q3,31,Non-Holiday
5,12/8/2011,289886.0,0,90.16,3.638,216.1678,6.529,2011-08-12,2011,8,August,Q3,32,Non-Holiday
5,19-08-2011,303644.0,0,89.35,3.554,216.2312,6.529,2011-08-19,2011,8,August,Q3,33,Non-Holiday
5,26-08-2011,310338.0,0,89.18,3.523,216.295,6.529,2011-08-26,2011,8,August,Q3,34,Non-Holiday
5,2/9/2011,315646.0,0,90.38,3.533,216.3588,6.529,2011-09-02,2011,9,September,Q3,35,Non-Holiday
5,9/9/2011,321110.0,1,79.04,3.546,216.4227,6.529,2011-09-09,2011,9,September,Q3,36,Holiday
5,16-09-2011,278530.0,0,83.55,3.526,216.6033,6.529,2011-09-16,2011,9,September,Q3,37,Non-Holiday
5,23-09-2011,291025.0,0,78.01,3.467,216.9397,6.529,2011-09-23,2011,9,September,Q3,38,Non-Holiday
5,30-09-2011,292315.0,0,81.16,3.355,217.276,6.529,2011-09-30,2011,9,September,Q3,39,Non-Holiday
5,7/10/2011,309111.0,0,71.64,3.285,217.6124,6.3,2011-10-07,2011,10,October,Q4,40,Non-Holiday
5,14-10-2011,286118.0,0,72.36,3.274,217.9237,6.3,2011-10-14,2011,10,October,Q4,41,Non-Holiday
5,21-10-2011,306069.0,0,66.9,3.353,218.0853,6.3,2011-10-21,2011,10,October,Q4,42,Non-Holiday
5,28-10-2011,307035.0,0,69.27,3.372,218.2469,6.3,2011-10-28,2011,10,October,Q4,43,Non-Holiday
5,4/11/2011,353652.0,0,56.71,3.332,218.4084,6.3,2011-11-04,2011,11,November,Q4,44,Non-Holiday
5,11/11/2011,311907.0,0,60.71,3.297,218.57,6.3,2011-11-11,2011,11,November,Q4,45,Non-Holiday
5,18-11-2011,307944.0,0,64.33,3.308,218.7939,6.3,2011-11-18,2011,11,November,Q4,46,Non-Holiday
5,25-11-2011,507900.0,1,61.93,3.236,219.0428,6.3,2011-11-25,2011,11,November,Q4,47,Holiday
5,2/12/2011,376226.0,0,51.14,3.172,219.2917,6.3,2011-12-02,2011,12,December,Q4,48,Non-Holiday
5,9/12/2011,367434.0,0,44.12,3.158,219.5406,6.3,2011-12-09,2011,12,December,Q4,49,Non-Holiday
5,16-12-2011,379530.0,0,54.42,3.159,219.7596,6.3,2011-12-16,2011,12,December,Q4,50,Non-Holiday
5,23-12-2011,458562.0,0,50.33,3.112,219.9387,6.3,2011-12-23,2011,12,December,Q4,51,Non-Holiday
5,30-12-2011,349625.0,1,45.62,3.129,220.1178,6.3,2011-12-30,2011,12,December,Q4,52,Holiday
5,6/1/2012,312079.0,0,50.21,3.157,220.2969,5.943,2012-01-06,2012,1,January,Q1,1,Non-Holiday
5,13-01-2012,291455.0,0,48.86,3.261,220.476,5.943,2012-01-13,2012,1,January,Q1,2,Non-Holiday
5,20-01-2012,287524.0,0,54.65,3.268,220.5694,5.943,2012-01-20,2012,1,January,Q1,3,Non-Holiday
5,27-01-2012,295974.0,0,54.63,3.29,220.6628,5.943,2012-01-27,2012,1,January,Q1,4,Non-Holiday
5,3/2/2012,333948.0,0,57.35,3.36,220.7562,5.943,2012-02-03,2012,2,February,Q1,5,Non-Holiday
5,10/2/2012,349240.0,1,48.57,3.409,220.8496,5.943,2012-02-10,2012,2,February,Q1,6,Holiday
5,17-02-2012,356428.0,0,48.25,3.51,221.0106,5.943,2012-02-17,2012,2,February,Q1,7,Non-Holiday
5,24-02-2012,312220.0,0,57.75,3.555,221.2224,5.943,2012-02-24,2012,2,February,Q1,8,Non-Holiday
5,2/3/2012,359206.0,0,60.66,3.63,221.4342,5.943,2012-03-02,2012,3,March,Q1,9,Non-Holiday
5,9/3/2012,347296.0,0,57.69,3.669,221.646,5.943,2012-03-09,2012,3,March,Q1,10,Non-Holiday
5,16-03-2012,339393.0,0,63.55,3.734,221.799,5.943,2012-03-16,2012,3,March,Q1,11,Non-Holiday
5,23-03-2012,321300.0,0,64.44,3.787,221.8735,5.943,2012-03-23,2012,3,March,Q1,12,Non-Holiday
5,30-03-2012,331319.0,0,67.76,3.845,221.948,5.943,2012-03-30,2012,3,March,Q1,13,Non-Holiday
5,6/4/2012,402986.0,0,70.4,3.891,222.0226,5.801,2012-04-06,2012,4,April,Q2,14,Non-Holiday
5,13-04-2012,351832.0,0,70.56,3.891,222.0971,5.801,2012-04-13,2012,4,April,Q2,15,Non-Holiday
5,20-04-2012,330063.0,0,67.33,3.877,222.1512,5.801,2012-04-20,2012,4,April,Q2,16,Non-Holiday
5,27-04-2012,324840.0,0,68.96,3.814,222.2054,5.801,2012-04-27,2012,4,April,Q2,17,Non-Holiday
5,4/5/2012,360933.0,0,77.1,3.749,222.2595,5.801,2012-05-04,2012,5,May,Q2,18,Non-Holiday
5,11/5/2012,333871.0,0,73.45,3.688,222.3136,5.801,2012-05-11,2012,5,May,Q2,19,Non-Holiday
5,18-05-2012,336190.0,0,70.45,3.63,222.3304,5.801,2012-05-18,2012,5,May,Q2,20,Non-Holiday
5,25-05-2012,341994.0,0,78.23,3.561,222.3324,5.801,2012-05-25,2012,5,May,Q2,21,Non-Holiday
5,1/6/2012,359868.0,0,79.72,3.501,222.3343,5.801,2012-06-01,2012,6,June,Q2,22,Non-Holiday
5,8/6/2012,341705.0,0,81.02,3.452,222.3363,5.801,2012-06-08,2012,6,June,Q2,23,Non-Holiday
5,15-06-2012,327384.0,0,81.64,3.393,222.3493,5.801,2012-06-15,2012,6,June,Q2,24,Non-Holiday
5,22-06-2012,325042.0,0,80.57,3.346,222.39,5.801,2012-06-22,2012,6,June,Q2,25,Non-Holiday
5,29-06-2012,329658.0,0,87.08,3.286,222.4307,5.801,2012-06-29,2012,6,June,Q2,26,Non-Holiday
5,6/7/2012,341214.0,0,82.35,3.227,222.4714,5.603,2012-07-06,2012,7,July,Q3,27,Non-Holiday
5,13-07-2012,316204.0,0,80.78,3.256,222.5121,5.603,2012-07-13,2012,7,July,Q3,28,Non-Holiday
5,20-07-2012,321205.0,0,81.05,3.311,222.5209,5.603,2012-07-20,2012,7,July,Q3,29,Non-Holiday
5,27-07-2012,306827.0,0,85.06,3.407,222.5297,5.603,2012-07-27,2012,7,July,Q3,30,Non-Holiday
5,3/8/2012,324195.0,0,86.91,3.417,222.5385,5.603,2012-08-03,2012,8,August,Q3,31,Non-Holiday
5,10/8/2012,306760.0,0,86.96,3.494,222.5473,5.603,2012-08-10,2012,8,August,Q3,32,Non-Holiday
5,17-08-2012,314014.0,0,87.52,3.571,222.6277,5.603,2012-08-17,2012,8,August,Q3,33,Non-Holiday
5,24-08-2012,320831.0,0,79.45,3.62,222.7617,5.603,2012-08-24,2012,8,August,Q3,34,Non-Holiday
5,31-08-2012,344642.0,0,84.25,3.638,222.8958,5.603,2012-08-31,2012,8,August,Q3,35,Non-Holiday
5,7/9/2012,350649.0,1,86.3,3.73,223.0299,5.603,2012-09-07,2012,9,September,Q3,36,Holiday
5,14-09-2012,299801.0,0,76.65,3.717,223.1734,5.603,2012-09-14,2012,9,September,Q3,37,Non-Holiday
5,21-09-2012,307307.0,0,71.09,3.721,223.3738,5.603,2012-09-21,2012,9,September,Q3,38,Non-Holiday
5,28-09-2012,310142.0,0,78.33,3.666,223.5741,5.603,2012-09-28,2012,9,September,Q3,39,Non-Holiday
5,5/10/2012,343048.0,0,71.17,3.617,223.7744,5.422,2012-10-05,2012,10,October,Q4,40,Non-Holiday
5,12/10/2012,325345.0,0,66.24,3.601,223.9748,5.422,2012-10-12,2012,10,October,Q4,41,Non-Holiday
5,19-10-2012,313358.0,0,69.17,3.594,224.0193,5.422,2012-10-19,2012,10,October,Q4,42,Non-Holiday
5,26-10-2012,319551.0,0,71.7,3.506,224.0378,5.422,2012-10-26,2012,10,October,Q4,43,Non-Holiday
6,5/2/2010,1652635.0,0,40.43,2.572,212.6224,7.259,2010-02-05,2010,2,February,Q1,5,Non-Holiday
6,12/2/2010,1606284.0,1,40.57,2.548,212.77,7.259,2010-02-12,2010,2,February,Q1,6,Holiday
6,19-02-2010,1567138.0,0,43.58,2.514,212.8162,7.259,2010-02-19,2010,2,February,Q1,7,Non-Holiday
6,26-02-2010,1432953.0,0,47.1,2.561,212.8453,7.259,2010-02-26,2010,2,February,Q1,8,Non-Holiday
6,5/3/2010,1601349.0,0,49.63,2.625,212.8745,7.259,2010-03-05,2010,3,March,Q1,9,Non-Holiday
6,12/3/2010,1558621.0,0,58.82,2.667,212.9037,7.259,2010-03-12,2010,3,March,Q1,10,Non-Holiday
6,19-03-2010,1693059.0,0,56.55,2.72,212.7352,7.259,2010-03-19,2010,3,March,Q1,11,Non-Holiday
6,26-03-2010,1472033.0,0,53.74,2.732,212.5337,7.259,2010-03-26,2010,3,March,Q1,12,Non-Holiday
6,2/4/2010,1770334.0,0,64.94,2.719,212.3323,7.092,2010-04-02,2010,4,April,Q2,13,Non-Holiday
6,9/4/2010,1667182.0,0,66.15,2.77,212.1308,7.092,2010-04-09,2010,4,April,Q2,14,Non-Holiday
6,16-04-2010,1519846.0,0,65.68,2.808,211.9943,7.092,2010-04-16,2010,4,April,Q2,15,Non-Holiday
6,23-04-2010,1540436.0,0,64.11,2.795,211.9443,7.092,2010-04-23,2010,4,April,Q2,16,Non-Holiday
6,30-04-2010,1498080.0,0,68.91,2.78,211.8943,7.092,2010-04-30,2010,4,April,Q2,17,Non-Holiday
6,7/5/2010,1619920.0,0,73.68,2.835,211.8443,7.092,2010-05-07,2010,5,May,Q2,18,Non-Holiday
6,14-05-2010,1524059.0,0,74.95,2.854,211.8422,7.092,2010-05-14,2010,5,May,Q2,19,Non-Holiday
6,21-05-2010,1531938.0,0,74.8,2.826,212.1275,7.092,2010-05-21,2010,5,May,Q2,20,Non-Holiday
6,28-05-2010,1644471.0,0,78.89,2.759,212.4129,7.092,2010-05-28,2010,5,May,Q2,21,Non-Holiday
6,4/6/2010,1857380.0,0,79.44,2.705,212.6982,7.092,2010-06-04,2010,6,June,Q2,22,Non-Holiday
6,11/6/2010,1685652.0,0,81.81,2.668,212.9836,7.092,2010-06-11,2010,6,June,Q2,23,Non-Holiday
6,18-06-2010,1677248.0,0,83.89,2.637,212.9814,7.092,2010-06-18,2010,6,June,Q2,24,Non-Holiday
6,25-06-2010,1640682.0,0,84.2,2.653,212.8641,7.092,2010-06-25,2010,6,June,Q2,25,Non-Holiday
6,2/7/2010,1759777.0,0,80.34,2.669,212.7469,6.973,2010-07-02,2010,7,July,Q3,26,Non-Holiday
6,9/7/2010,1690318.0,0,80.93,2.642,212.6297,6.973,2010-07-09,2010,7,July,Q3,27,Non-Holiday
6,16-07-2010,1560121.0,0,83.75,2.623,212.6212,6.973,2010-07-16,2010,7,July,Q3,28,Non-Holiday
6,23-07-2010,1585241.0,0,83.9,2.608,212.7579,6.973,2010-07-23,2010,7,July,Q3,29,Non-Holiday
6,30-07-2010,1532309.0,0,81.37,2.64,212.8945,6.973,2010-07-30,2010,7,July,Q3,30,Non-Holiday
6,6/8/2010,1633242.0,0,86.61,2.627,213.0311,6.973,2010-08-06,2010,8,August,Q3,31,Non-Holiday
6,13-08-2010,1547655.0,0,86.83,2.692,213.1678,6.973,2010-08-13,2010,8,August,Q3,32,Non-Holiday
6,20-08-2010,1539931.0,0,87.36,2.664,213.1291,6.973,2010-08-20,2010,8,August,Q3,33,Non-Holiday
6,27-08-2010,1450766.0,0,85.71,2.619,213.0905,6.973,2010-08-27,2010,8,August,Q3,34,Non-Holiday
6,3/9/2010,1510925.0,0,82.15,2.577,213.0519,6.973,2010-09-03,2010,9,September,Q3,35,Non-Holiday
6,10/9/2010,1424225.0,1,78.78,2.565,213.0133,6.973,2010-09-10,2010,9,September,Q3,36,Holiday
6,17-09-2010,1308538.0,0,81.78,2.582,213.0399,6.973,2010-09-17,2010,9,September,Q3,37,Non-Holiday
6,24-09-2010,1275592.0,0,76.49,2.624,213.1153,6.973,2010-09-24,2010,9,September,Q3,38,Non-Holiday
6,1/10/2010,1328469.0,0,70.69,2.603,213.1907,7.007,2010-10-01,2010,10,October,Q4,39,Non-Holiday
6,8/10/2010,1360318.0,0,65.21,2.633,213.2661,7.007,2010-10-08,2010,10,October,Q4,40,Non-Holiday
6,15-10-2010,1344581.0,0,68.93,2.72,213.3338,7.007,2010-10-15,2010,10,October,Q4,41,Non-Holiday
6,22-10-2010,1332717.0,0,70.97,2.725,213.382,7.007,2010-10-22,2010,10,October,Q4,42,Non-Holiday
6,29-10-2010,1385324.0,0,70.39,2.716,213.4303,7.007,2010-10-29,2010,10,October,Q4,43,Non-Holiday
6,5/11/2010,1505442.0,0,59.9,2.689,213.4786,7.007,2010-11-05,2010,11,November,Q4,44,Non-Holiday
6,12/11/2010,1495536.0,0,62.11,2.728,213.5268,7.007,2010-11-12,2010,11,November,Q4,45,Non-Holiday
6,19-11-2010,1518841.0,0,52.99,2.771,213.4107,7.007,2010-11-19,2010,11,November,Q4,46,Non-Holiday
6,26-11-2010,2267452.0,1,65.79,2.735,213.2673,7.007,2010-11-26,2010,11,November,Q4,47,Holiday
6,3/12/2010,1677067.0,0,52.3,2.708,213.1239,7.007,2010-12-03,2010,12,December,Q4,48,Non-Holiday
6,10/12/2010,1834738.0,0,48.46,2.843,212.9804,7.007,2010-12-10,2010,12,December,Q4,49,Non-Holiday
6,17-12-2010,2090269.0,0,52.24,2.869,212.918,7.007,2010-12-17,2010,12,December,Q4,50,Non-Holiday
6,24-12-2010,2727575.0,0,55.07,2.886,212.9165,7.007,2010-12-24,2010,12,December,Q4,51,Non-Holiday
6,31-12-2010,1464050.0,1,49.14,2.943,212.915,7.007,2010-12-31,2010,12,December,Q4,52,Holiday
6,7/1/2011,1350442.0,0,47.78,2.976,212.9134,6.858,2011-01-07,2011,1,January,Q1,1,Non-Holiday
6,14-01-2011,1306195.0,0,38.37,2.983,212.9656,6.858,2011-01-14,2011,1,January,Q1,2,Non-Holiday
6,21-01-2011,1261253.0,0,46.2,3.016,213.34,6.858,2011-01-21,2011,1,January,Q1,3,Non-Holiday
6,28-01-2011,1287035.0,0,44.98,3.01,213.7143,6.858,2011-01-28,2011,1,January,Q1,4,Non-Holiday
6,4/2/2011,1514999.0,0,40.59,2.989,214.0887,6.858,2011-02-04,2011,2,February,Q1,5,Non-Holiday
6,11/2/2011,1486920.0,1,39.38,3.022,214.4631,6.858,2011-02-11,2011,2,February,Q1,6,Holiday
6,18-02-2011,1572118.0,0,59.61,3.045,214.7775,6.858,2011-02-18,2011,2,February,Q1,7,Non-Holiday
6,25-02-2011,1422600.0,0,62.86,3.065,215.068,6.858,2011-02-25,2011,2,February,Q1,8,Non-Holiday
6,4/3/2011,1502618.0,0,60.45,3.288,215.3584,6.858,2011-03-04,2011,3,March,Q1,9,Non-Holiday
6,11/3/2011,1494497.0,0,57.71,3.459,215.6489,6.858,2011-03-11,2011,3,March,Q1,10,Non-Holiday
6,18-03-2011,1685375.0,0,65.07,3.488,215.9035,6.858,2011-03-18,2011,3,March,Q1,11,Non-Holiday
6,25-03-2011,1438466.0,0,70.83,3.473,216.1438,6.858,2011-03-25,2011,3,March,Q1,12,Non-Holiday
6,1/4/2011,1459277.0,0,62.25,3.524,216.3841,6.855,2011-04-01,2011,4,April,Q2,13,Non-Holiday
6,8/4/2011,1534594.0,0,70.35,3.622,216.6244,6.855,2011-04-08,2011,4,April,Q2,14,Non-Holiday
6,15-04-2011,1448797.0,0,73.17,3.743,216.8447,6.855,2011-04-15,2011,4,April,Q2,15,Non-Holiday
6,22-04-2011,1639359.0,0,74.24,3.807,217.0147,6.855,2011-04-22,2011,4,April,Q2,16,Non-Holiday
6,29-04-2011,1479250.0,0,75.27,3.81,217.1847,6.855,2011-04-29,2011,4,April,Q2,17,Non-Holiday
6,6/5/2011,1504652.0,0,65.42,3.906,217.3548,6.855,2011-05-06,2011,5,May,Q2,18,Non-Holiday
6,13-05-2011,1453186.0,0,76.95,3.899,217.5248,6.855,2011-05-13,2011,5,May,Q2,19,Non-Holiday
6,20-05-2011,1382784.0,0,72.01,3.907,217.2896,6.855,2011-05-20,2011,5,May,Q2,20,Non-Holiday
6,27-05-2011,1523979.0,0,80.83,3.786,217.0544,6.855,2011-05-27,2011,5,May,Q2,21,Non-Holiday
6,3/6/2011,1705506.0,0,84.01,3.699,216.8193,6.855,2011-06-03,2011,6,June,Q2,22,Non-Holiday
6,10/6/2011,1598644.0,0,84.49,3.648,216.5841,6.855,2011-06-10,2011,6,June,Q2,23,Non-Holiday
6,17-06-2011,1622150.0,0,87.08,3.637,216.5372,6.855,2011-06-17,2011,6,June,Q2,24,Non-Holiday
6,24-06-2011,1543366.0,0,85.51,3.594,216.6315,6.855,2011-06-24,2011,6,June,Q2,25,Non-Holiday
6,1/7/2011,1694551.0,0,87.0,3.524,216.7257,6.925,2011-07-01,2011,7,July,Q3,26,Non-Holiday
6,8/7/2011,1709374.0,0,88.36,3.48,216.82,6.925,2011-07-08,2011,7,July,Q3,27,Non-Holiday
6,15-07-2011,1526801.0,0,88.93,3.575,216.9045,6.925,2011-07-15,2011,7,July,Q3,28,Non-Holiday
6,22-07-2011,1526506.0,0,88.06,3.651,216.9643,6.925,2011-07-22,2011,7,July,Q3,29,Non-Holiday
6,29-07-2011,1483991.0,0,90.22,3.682,217.0242,6.925,2011-07-29,2011,7,July,Q3,30,Non-Holiday
6,5/8/2011,1601585.0,0,91.46,3.684,217.084,6.925,2011-08-05,2011,8,August,Q3,31,Non-Holiday
6,12/8/2011,1484995.0,0,90.49,3.638,217.1438,6.925,2011-08-12,2011,8,August,Q3,32,Non-Holiday
6,19-08-2011,1493544.0,0,89.26,3.554,217.207,6.925,2011-08-19,2011,8,August,Q3,33,Non-Holiday
6,26-08-2011,1420405.0,0,90.07,3.523,217.2707,6.925,2011-08-26,2011,8,August,Q3,34,Non-Holiday
6,2/9/2011,1481619.0,0,91.22,3.533,217.3343,6.925,2011-09-02,2011,9,September,Q3,35,Non-Holiday
6,9/9/2011,1483574.0,1,80.21,3.546,217.398,6.925,2011-09-09,2011,9,September,Q3,36,Holiday
6,16-09-2011,1351408.0,0,84.94,3.526,217.5798,6.925,2011-09-16,2011,9,September,Q3,37,Non-Holiday
6,23-09-2011,1336045.0,0,78.49,3.467,217.9188,6.925,2011-09-23,2011,9,September,Q3,38,Non-Holiday
6,30-09-2011,1307552.0,0,82.51,3.355,218.2579,6.925,2011-09-30,2011,9,September,Q3,39,Non-Holiday
6,7/10/2011,1481739.0,0,74.1,3.285,218.597,6.551,2011-10-07,2011,10,October,Q4,40,Non-Holiday
6,14-10-2011,1386521.0,0,71.24,3.274,218.911,6.551,2011-10-14,2011,10,October,Q4,41,Non-Holiday
6,21-10-2011,1417922.0,0,68.53,3.353,219.074,6.551,2011-10-21,2011,10,October,Q4,42,Non-Holiday
6,28-10-2011,1419445.0,0,69.51,3.372,219.237,6.551,2011-10-28,2011,10,October,Q4,43,Non-Holiday
6,4/11/2011,1523420.0,0,58.54,3.332,219.4001,6.551,2011-11-04,2011,11,November,Q4,44,Non-Holiday
6,11/11/2011,1536177.0,0,61.33,3.297,219.5631,6.551,2011-11-11,2011,11,November,Q4,45,Non-Holiday
6,18-11-2011,1524390.0,0,63.89,3.308,219.7897,6.551,2011-11-18,2011,11,November,Q4,46,Non-Holiday
6,25-11-2011,2249812.0,1,62.78,3.236,220.0417,6.551,2011-11-25,2011,11,November,Q4,47,Holiday
6,2/12/2011,1688531.0,0,51.18,3.172,220.2938,6.551,2011-12-02,2011,12,December,Q4,48,Non-Holiday
6,9/12/2011,1903385.0,0,43.64,3.158,220.5458,6.551,2011-12-09,2011,12,December,Q4,49,Non-Holiday
6,16-12-2011,2034696.0,0,53.27,3.159,220.7672,6.551,2011-12-16,2011,12,December,Q4,50,Non-Holiday
6,23-12-2011,2644633.0,0,49.45,3.112,220.9477,6.551,2011-12-23,2011,12,December,Q4,51,Non-Holiday
6,30-12-2011,1598081.0,1,46.8,3.129,221.1283,6.551,2011-12-30,2011,12,December,Q4,52,Holiday
6,6/1/2012,1395340.0,0,50.82,3.157,221.3088,6.132,2012-01-06,2012,1,January,Q1,1,Non-Holiday
6,13-01-2012,1344243.0,0,48.33,3.261,221.4893,6.132,2012-01-13,2012,1,January,Q1,2,Non-Holiday
6,20-01-2012,1326256.0,0,55.37,3.268,221.5831,6.132,2012-01-20,2012,1,January,Q1,3,Non-Holiday
6,27-01-2012,1315611.0,0,53.95,3.29,221.6769,6.132,2012-01-27,2012,1,January,Q1,4,Non-Holiday
6,3/2/2012,1496306.0,0,57.45,3.36,221.7707,6.132,2012-02-03,2012,2,February,Q1,5,Non-Holiday
6,10/2/2012,1620604.0,1,48.58,3.409,221.8645,6.132,2012-02-10,2012,2,February,Q1,6,Holiday
6,17-02-2012,1632616.0,0,49.03,3.51,222.0264,6.132,2012-02-17,2012,2,February,Q1,7,Non-Holiday
6,24-02-2012,1465188.0,0,59.17,3.555,222.2393,6.132,2012-02-24,2012,2,February,Q1,8,Non-Holiday
6,2/3/2012,1550386.0,0,60.32,3.63,222.4522,6.132,2012-03-02,2012,3,March,Q1,9,Non-Holiday
6,9/3/2012,1569304.0,0,57.89,3.669,222.6651,6.132,2012-03-09,2012,3,March,Q1,10,Non-Holiday
6,16-03-2012,1748010.0,0,62.8,3.734,222.8187,6.132,2012-03-16,2012,3,March,Q1,11,Non-Holiday
6,23-03-2012,1495144.0,0,63.71,3.787,222.8931,6.132,2012-03-23,2012,3,March,Q1,12,Non-Holiday
6,30-03-2012,1508933.0,0,67.91,3.845,222.9675,6.132,2012-03-30,2012,3,March,Q1,13,Non-Holiday
6,6/4/2012,1840131.0,0,71.6,3.891,223.0419,5.964,2012-04-06,2012,4,April,Q2,14,Non-Holiday
6,13-04-2012,1616394.0,0,71.29,3.891,223.1164,5.964,2012-04-13,2012,4,April,Q2,15,Non-Holiday
6,20-04-2012,1456073.0,0,68.64,3.877,223.1709,5.964,2012-04-20,2012,4,April,Q2,16,Non-Holiday
6,27-04-2012,1456221.0,0,71.5,3.814,223.2255,5.964,2012-04-27,2012,4,April,Q2,17,Non-Holiday
6,4/5/2012,1543461.0,0,77.66,3.749,223.2801,5.964,2012-05-04,2012,5,May,Q2,18,Non-Holiday
6,11/5/2012,1517076.0,0,72.66,3.688,223.3346,5.964,2012-05-11,2012,5,May,Q2,19,Non-Holiday
6,18-05-2012,1513636.0,0,70.5,3.63,223.3512,5.964,2012-05-18,2012,5,May,Q2,20,Non-Holiday
6,25-05-2012,1603793.0,0,78.47,3.561,223.3526,5.964,2012-05-25,2012,5,May,Q2,21,Non-Holiday
6,1/6/2012,1681121.0,0,80.39,3.501,223.3539,5.964,2012-06-01,2012,6,June,Q2,22,Non-Holiday
6,8/6/2012,1696620.0,0,80.5,3.452,223.3553,5.964,2012-06-08,2012,6,June,Q2,23,Non-Holiday
6,15-06-2012,1642247.0,0,82.1,3.393,223.3681,5.964,2012-06-15,2012,6,June,Q2,24,Non-Holiday
6,22-06-2012,1618272.0,0,81.2,3.346,223.4094,5.964,2012-06-22,2012,6,June,Q2,25,Non-Holiday
6,29-06-2012,1648863.0,0,87.35,3.286,223.4507,5.964,2012-06-29,2012,6,June,Q2,26,Non-Holiday
6,6/7/2012,1876359.0,0,82.95,3.227,223.492,5.668,2012-07-06,2012,7,July,Q3,27,Non-Holiday
6,13-07-2012,1588142.0,0,80.27,3.256,223.5333,5.668,2012-07-13,2012,7,July,Q3,28,Non-Holiday
6,20-07-2012,1574362.0,0,81.57,3.311,223.5425,5.668,2012-07-20,2012,7,July,Q3,29,Non-Holiday
6,27-07-2012,1513229.0,0,85.78,3.407,223.5516,5.668,2012-07-27,2012,7,July,Q3,30,Non-Holiday
6,3/8/2012,1627275.0,0,87.55,3.417,223.5608,5.668,2012-08-03,2012,8,August,Q3,31,Non-Holiday
6,10/8/2012,1588381.0,0,87.04,3.494,223.57,5.668,2012-08-10,2012,8,August,Q3,32,Non-Holiday
6,17-08-2012,1543050.0,0,87.53,3.571,223.651,5.668,2012-08-17,2012,8,August,Q3,33,Non-Holiday
6,24-08-2012,1501095.0,0,79.03,3.62,223.786,5.668,2012-08-24,2012,8,August,Q3,34,Non-Holiday
6,31-08-2012,1577440.0,0,83.58,3.638,223.921,5.668,2012-08-31,2012,8,August,Q3,35,Non-Holiday
6,7/9/2012,1608077.0,1,86.33,3.73,224.056,5.668,2012-09-07,2012,9,September,Q3,36,Holiday
6,14-09-2012,1375167.0,0,76.41,3.717,224.2005,5.668,2012-09-14,2012,9,September,Q3,37,Non-Holiday
6,21-09-2012,1425604.0,0,70.81,3.721,224.4017,5.668,2012-09-21,2012,9,September,Q3,38,Non-Holiday
6,28-09-2012,1369131.0,0,77.82,3.666,224.603,5.668,2012-09-28,2012,9,September,Q3,39,Non-Holiday
6,5/10/2012,1518178.0,0,70.84,3.617,224.8042,5.329,2012-10-05,2012,10,October,Q4,40,Non-Holiday
6,12/10/2012,1459397.0,0,65.43,3.601,225.0055,5.329,2012-10-12,2012,10,October,Q4,41,Non-Holiday
6,19-10-2012,1436884.0,0,69.68,3.594,225.0501,5.329,2012-10-19,2012,10,October,Q4,42,Non-Holiday
6,26-10-2012,1431426.0,0,72.34,3.506,225.0686,5.329,2012-10-26,2012,10,October,Q4,43,Non-Holiday
7,5/2/2010,496725.0,0,10.53,2.58,189.3817,9.014,2010-02-05,2010,2,February,Q1,5,Non-Holiday
7,12/2/2010,524105.0,1,25.9,2.572,189.4643,9.014,2010-02-12,2010,2,February,Q1,6,Holiday
7,19-02-2010,506761.0,0,27.28,2.55,189.5341,9.014,2010-02-19,2010,2,February,Q1,7,Non-Holiday
